LAMMPS (12 Jun 2025)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:99)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (-0.08237604 -0.08237604 -0.08237604) to (16.375376 16.375376 16.375376)
  2 by 2 by 2 MPI processor grid
  reading atoms ...
  216 atoms
  reading velocities ...
  216 velocities
  read_data CPU = 0.322 seconds
The scaling is : 3.41e-02.
There are 2 species.
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7.7
  ghost atom cutoff = 7.7
  binsize = 3.85, bins = 5 5 5
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mtp, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 3.075 | 3.075 | 3.076 Mbytes
   Step          Temp          Press          Volume         PotEng    
     30900   2091.4884      2081.7737      4239.2293     -137167.99    
     31000   2481.0314      7659.2905      4185.6731     -137174.34    
     31100   2538.6893      13028.457      4223.6229     -137166.62    
     31200   2475.9251     -6825.5185      4327.9673     -137164.18    
     31300   2427.2832     -7635.9987      4405.2717     -137160.19    
     31400   2687.2277      6094.7675      4448.0471     -137160.22    
     31500   2442.5625      507.30206      4490.4942     -137157.82    
     31600   2412.8301     -4630.0137      4520.3624     -137164       
     31700   2404.9817     -10737.563      4504.1709     -137161.66    
     31800   2663.9225      1689.3534      4428.9076     -137164.55    
     31900   2445.9074      3535.6938      4369.515      -137158.57    
     32000   2621.6595      6482.6489      4341.1243     -137168.49    
     32100   2268.4407     -3010.7744      4359.1558     -137166.3     
     32200   2539.3056     -9462.6986      4341.4727     -137171.09    
     32300   2764.4269      5617.9279      4302.6416     -137172.02    
     32400   2602.7602      979.91696      4346.1066     -137167.23    
     32500   2439.2631     -8393.9081      4384.3756     -137163.37    
     32600   2566.5738      594.19045      4392.4939     -137166.1     
     32700   2546.5598     -13612.629      4411.5416     -137167.79    
     32800   2294.9089     -5655.199       4358.6299     -137167.33    
     32900   2289.5242      14225.687      4275.075      -137169.86    
     33000   2604.4852     -831.41361      4264.9772     -137171.97    
     33100   2638.6022      2457.9531      4283.0703     -137168.13    
     33200   2419.1282      7673.2267      4328.7092     -137165.78    
     33300   2229.92       -9811.926       4396.3555     -137165.47    
     33400   2306.876      -8959.1264      4395.3873     -137167.08    
     33500   2540.2353      6684.7876      4333.5802     -137163.67    
     33600   2661.5916      13639.041      4302.9087     -137166.21    
     33700   2449.3741     -118.58203      4343.0673     -137166.76    
     33800   2426.0744     -8853.7249      4393.3046     -137170.05    
     33900   2315.3323     -2583.4465      4399.8139     -137162.92    
     34000   2431.2159      8638.3943      4361.457      -137158.94    
     34100   2638.7852      88.486855      4335.5194     -137165.91    
     34200   2490.2538      6904.9921      4338.5394     -137166.89    
     34300   2343.3034      6363.4136      4377.2106     -137166.59    
     34400   2535.2669     -7634.0035      4433.5014     -137168.49    
     34500   2552.2274     -2194.4662      4450.1377     -137160.04    
     34600   2807.8835      708.52961      4426.632      -137165.63    
     34700   2670.2303     -7750.8298      4403.0606     -137167.68    
     34800   2560.0985     -1841.3322      4359.827      -137167.69    
     34900   2598.2485     -12600.187      4321.7736     -137172       
     35000   2289.1139     -1090.004       4261.4118     -137166.95    
     35100   2619.8157      7371.8949      4209.9756     -137170.45    
     35200   2715.0901      15131.865      4225.4619     -137166.65    
     35300   2429.3727     -5408.8898      4329.3785     -137163.28    
     35400   2408.0966     -2464.6333      4415.7768     -137165.04    
     35500   2504.6987     -11379.574      4473.3145     -137165.74    
     35600   2497.2119     -8451.1507      4475.5282     -137163.2     
     35700   2565.6743     -5038.0373      4411.4924     -137164.83    
     35800   2724.1528      8640.4399      4350.3813     -137171.25    
     35900   2419.3579      724.33822      4364.8835     -137168.13    
     36000   2402.187      -5474.294       4408.9377     -137166.09    
     36100   2773.506       377.61247      4428.3951     -137162.78    
     36200   2592.3138     -6266.8678      4454.4953     -137158.85    
     36300   2517.7903     -8126.9464      4448.6695     -137164.61    
     36400   2265.1146     -6287.9746      4407.9273     -137162.52    
     36500   2492.4046      3280.3488      4334.8749     -137166.94    
     36600   2590.647       9584.4616      4269.902      -137165.61    
     36700   2817.894       9174.1825      4259.3222     -137168.7     
     36800   2514.9051     -978.87419      4327.4919     -137168.09    
     36900   2187.8022     -9796.7363      4397.9873     -137162.22    
     37000   2488.1998      8921.1092      4405.9422     -137164.24    
     37100   2553.6642      1031.8284      4433.3754     -137162.61    
     37200   2631.5413     -4652.8642      4466.9348     -137165.88    
     37300   2447.3601     -5052.8859      4468.3835     -137163.54    
     37400   2545.8948     -1610.3655      4422.492      -137166.41    
     37500   2502.8984      16727.909      4373.8499     -137165.93    
     37600   2533.1228     -5239.1105      4401.4481     -137169.09    
     37700   2301.9123      643.42474      4415.2066     -137166.29    
     37800   2101.9048     -10773.522      4400.7105     -137166.99    
     37900   2367.1148      5053.9574      4329.1425     -137168.36    
     38000   2721.6964      12548.291      4302.5926     -137170.21    
     38100   2492.9249     -524.20173      4344.5936     -137165.48    
     38200   2394.7162      7746.9147      4380.8077     -137166.04    
     38300   2490.4395     -3087.7174      4436.1177     -137169.78    
     38400   2483.5187     -476.69916      4484.1159     -137163.95    
     38500   2630.9206      1213.9892      4532.8995     -137160.48    
     38600   2423.9203     -6848.3381      4565.4316     -137153.77    
     38700   2538.5014     -4152.5651      4528.3201     -137161.68    
     38800   2360.0921     -7044.7682      4458.6306     -137166.19    
     38900   2536.1031     -1061.743       4364.8426     -137171.31    
     39000   2447.7147      8681.8279      4294.6875     -137165.99    
     39100   2667.1122     -5155.2651      4251.3075     -137168.63    
