# Time(ps)    MSD_potential 22(A^2)    MSD_potential 26(A^2)    MSD_pruned_1(A^2)    MSD_pruned_2(A^2)    MSD_pruned_3(A^2)
    144.8000    3832.9958    4628.6650    3466.9561    3825.4458    3628.5771
    144.9000    3835.4314    4622.0894    3466.4519    3820.9072    3629.9277
    145.0000    3844.5168    4621.4512    3468.2095    3827.5000    3625.6406
    145.1000    3846.1626    4618.8901    3462.8286    3831.1675    3625.7322
    145.2000    3854.5173    4615.9956    3459.5562    3834.4233    3632.1541
    145.3000    3866.0435    4618.9429    3456.7893    3841.4912    3639.0769
    145.4000    3865.4531    4627.0957    3463.2656    3850.3113    3641.4995
    145.5000    3868.4045    4637.3491    3465.0371    3852.0120    3648.1550
    145.6000    3872.3652    4638.2939    3467.0178    3848.0823    3651.3235
    145.7000    3881.5771    4645.6196    3464.9609    3848.9021    3655.5037
    145.8000    3884.6799    4654.5942    3458.6982    3846.7205    3655.0034
    145.9000    3892.7656    4669.6987    3464.2795    3849.3127    3652.8760
    146.0000    3904.5562    4673.0801    3465.8579    3856.1360    3651.0034
    146.1000    3909.3904    4674.2744    3479.4468    3861.3062    3652.6785
    146.2000    3918.1267    4678.2378    3488.1199    3867.9189    3650.7573
    146.3000    3929.7783    4682.8584    3493.9204    3876.4893    3654.5659
    146.4000    3932.7864    4688.5288    3500.5525    3879.8391    3661.9329
    146.5000    3942.3948    4687.4395    3498.1704    3885.7925    3668.2644
    146.6000    3952.7253    4697.5161    3490.9084    3896.1567    3676.1406
    146.7000    3956.6956    4715.4473    3487.4722    3900.3779    3686.1909
    146.8000    3961.4919    4719.1836    3486.2036    3905.2549    3693.2637
    146.9000    3977.0203    4711.8970    3484.6875    3907.3340    3697.3049
    147.0000    3986.6985    4710.8340    3480.5081    3913.3157    3706.1047
    147.1000    3991.6819    4719.6479    3477.5330    3917.9797    3710.8850
    147.2000    4000.9924    4726.9668    3478.9067    3922.3184    3710.4858
    147.3000    4002.6621    4724.8613    3486.5510    3920.3735    3701.6455
    147.4000    4010.5562    4729.4272    3491.0095    3930.2402    3709.2463
    147.5000    4015.4348    4733.6230    3491.8301    3928.2334    3716.0623
    147.6000    4017.6218    4733.9941    3498.3982    3925.8994    3718.6077
    147.7000    4021.8989    4741.1372    3504.7146    3920.9514    3732.4392
    147.8000    4018.2822    4754.4360    3508.1482    3915.1482    3735.7627
    147.9000    4007.6099    4757.8247    3511.4219    3909.3923    3744.9778
    148.0000    4010.1006    4758.7319    3520.8159    3907.7410    3754.7783
    148.1000    4014.5330    4766.0220    3536.8235    3905.2244    3760.4597
    148.2000    4020.6528    4779.7461    3545.8721    3900.1943    3767.6338
    148.3000    4022.6799    4784.7349    3552.5425    3904.6533    3767.3154
    148.4000    4023.7419    4794.0913    3548.8323    3905.8003    3769.9744
    148.5000    4021.3613    4808.6743    3547.2686    3904.5347    3783.8792
    148.6000    4026.9878    4808.3320    3545.4619    3903.5818    3797.8342
    148.7000    4044.3188    4818.6152    3547.7744    3896.1416    3809.3206
    148.8000    4053.1880    4821.0967    3558.5474    3893.7317    3817.0676
    148.9000    4067.1140    4832.1387    3562.3948    3891.8467    3820.5073
    149.0000    4078.2529    4836.1729    3560.9709    3892.4163    3819.4729
    149.1000    4094.6152    4837.4771    3559.8677    3891.8230    3816.1689
    149.2000    4110.5679    4844.7666    3555.8171    3897.1318    3814.4045
    149.3000    4118.6216    4844.8462    3555.9910    3898.8862    3817.0439
    149.4000    4124.1387    4848.1875    3555.4485    3906.8142    3817.5137
    149.5000    4131.0254    4846.4575    3557.3792    3910.0127    3809.6853
    149.6000    4135.9399    4845.2246    3552.3250    3916.8792    3810.4675
    149.7000    4147.8081    4850.2563    3554.7412    3925.0322    3819.5386
    149.8000    4154.7646    4854.7710    3560.4553    3926.9722    3817.1807
    149.9000    4164.9131    4853.0005    3561.4050    3930.9109    3827.2800
    150.0000    4176.4736    4855.5186    3561.6655    3935.9380    3833.7139
    150.1000    4193.9922    4855.6191    3555.7593    3940.4563    3837.7717
    150.2000    4204.8125    4856.9863    3555.3276    3945.5449    3849.2566
    150.3000    4211.7231    4857.1865    3552.2327    3949.3005    3858.7698
    150.4000    4211.6167    4849.8740    3542.6975    3953.7283    3862.0642
    150.5000    4209.3848    4848.3286    3540.1816    3958.1558    3870.4221
    150.6000    4212.6216    4844.8950    3538.4104    3953.1904    3876.0178
    150.7000    4213.8188    4853.5664    3538.9675    3943.9067    3870.1575
    150.8000    4215.3262    4857.6211    3531.3704    3946.9766    3869.5603
    150.9000    4224.3252    4861.6528    3532.4236    3942.1184    3871.1003
    151.0000    4232.6694    4862.2817    3532.1707    3940.9163    3872.8716
    151.1000    4239.4678    4860.9194    3536.5769    3937.6963    3879.1638
    151.2000    4247.2466    4863.2612    3538.6245    3939.9551    3886.3049
    151.3000    4257.7100    4860.5854    3537.7454    3936.8755    3886.3057
    151.4000    4262.9658    4861.0337    3537.6135    3938.8303    3894.3240
    151.5000    4268.6953    4854.2095    3551.5059    3938.3926    3896.9958
    151.6000    4268.8418    4846.7021    3558.0842    3936.1787    3910.3652
    151.7000    4269.9146    4838.6606    3560.1396    3939.7029    3906.9004
    151.8000    4278.3496    4846.7148    3557.9397    3942.2356    3906.0676
    151.9000    4279.1182    4840.6133    3557.8936    3945.3479    3912.9033
    152.0000    4277.8003    4853.7241    3564.4629    3952.9309    3924.1338
    152.1000    4270.5356    4854.4087    3571.3057    3954.1741    3920.4333
    152.2000    4262.0566    4846.9482    3582.4697    3951.7505    3926.0479
    152.3000    4258.7573    4844.9146    3589.3840    3952.6113    3931.0769
    152.4000    4253.0586    4847.7925    3590.0417    3953.4573    3933.6104
    152.5000    4264.8408    4842.7637    3593.8372    3948.9253    3919.2334
    152.6000    4271.3057    4843.1538    3594.6685    3952.5005    3918.5950
    152.7000    4274.0371    4852.0381    3603.8674    3961.5371    3934.4629
    152.8000    4268.3887    4852.8823    3598.2126    3969.0156    3936.0042
    152.9000    4266.5410    4846.9199    3592.0955    3972.1213    3937.5056
    153.0000    4267.9692    4841.9316    3588.6562    3977.7527    3937.2478
    153.1000    4264.9814    4847.7129    3588.8010    3980.2310    3945.1392
    153.2000    4262.3379    4852.0410    3596.3044    3981.3171    3952.3870
    153.3000    4267.1079    4854.2900    3599.6609    3990.6643    3963.4736
    153.4000    4273.0596    4854.2495    3609.0115    3994.1145    3966.5759
    153.5000    4279.8848    4857.1841    3611.1763    3998.1934    3964.8154
    153.6000    4288.3872    4858.4883    3611.6548    4003.6958    3962.8674
    153.7000    4296.5889    4864.7534    3612.2012    4008.1438    3971.7449
    153.8000    4297.1655    4866.4375    3616.4990    4017.3120    3972.8584
    153.9000    4312.9722    4856.5137    3623.7861    4026.9280    3975.5022
    154.0000    4325.4995    4848.0933    3631.0615    4030.2092    3982.6985
    154.1000    4327.6499    4848.6050    3637.3906    4028.7229    3987.1787
    154.2000    4324.8130    4853.7715    3646.2659    4025.8623    3990.9233
    154.3000    4316.6245    4842.1396    3646.9558    4031.3293    3990.7073
    154.4000    4317.7598    4849.5923    3644.8535    4034.1377    3993.5212
    154.5000    4316.0537    4856.5586    3645.0413    4038.6567    3995.8704
    154.6000    4314.9419    4852.7466    3647.1973    4048.9785    4001.3772
    154.7000    4308.0630    4856.7280    3651.5481    4046.3125    4003.0371
    154.8000    4301.8262    4860.8228    3649.5510    4045.9426    4004.4683
    154.9000    4293.0874    4866.0708    3652.7937    4045.6191    4008.0769
    155.0000    4296.2715    4872.9238    3650.9797    4048.4822    4012.6675
    155.1000    4294.6709    4879.4487    3653.1370    4053.7275    4018.1777
    155.2000    4301.7539    4874.3003    3661.2112    4052.1672    4022.5916
    155.3000    4309.1011    4872.3975    3665.3708    4051.1111    4026.1079
    155.4000    4313.0771    4875.6587    3669.0903    4056.7698    4027.3792
    155.5000    4318.3838    4867.5449    3664.6016    4059.9319    4034.0640
    155.6000    4320.3384    4865.2148    3656.9753    4062.3708    4043.2922
    155.7000    4322.0488    4864.8540    3653.5544    4061.9761    4046.5527
    155.8000    4326.0898    4867.6372    3654.4746    4073.4314    4050.6748
    155.9000    4329.2305    4872.9937    3653.1418    4085.3020    4049.9954
    156.0000    4331.1431    4878.0493    3648.1653    4090.3303    4046.0251
    156.1000    4329.9556    4872.7910    3648.9080    4094.1965    4051.8159
    156.2000    4330.0811    4875.1738    3652.6646    4097.3848    4058.1897
    156.3000    4326.8511    4879.0366    3656.5972    4095.0730    4059.2017
    156.4000    4321.9165    4888.1250    3660.6753    4096.2568    4056.9553
    156.5000    4318.2778    4896.1416    3654.3560    4100.7822    4063.9844
    156.6000    4309.2568    4902.4775    3647.4270    4102.6001    4060.4600
    156.7000    4310.5938    4904.8364    3639.5593    4102.4116    4064.9888
    156.8000    4304.2964    4916.8916    3633.1487    4108.8623    4060.7041
    156.9000    4309.8242    4921.2969    3627.7698    4109.4634    4068.9231
    157.0000    4313.0581    4922.6821    3619.3391    4116.4756    4077.0859
    157.1000    4308.0586    4927.1367    3617.4084    4118.9966    4071.6465
    157.2000    4308.9243    4927.1475    3622.8599    4117.5425    4076.4968
    157.3000    4327.2319    4925.4287    3629.0098    4124.7383    4084.7153
    157.4000    4340.8340    4919.9824    3639.2090    4135.6870    4092.8606
    157.5000    4353.9556    4930.8994    3648.7302    4137.8901    4091.0295
    157.6000    4360.4316    4938.1772    3652.4150    4142.6494    4090.8323
    157.7000    4361.8687    4945.5371    3659.4299    4148.2646    4085.1394
    157.8000    4359.8569    4960.2637    3664.7776    4143.5337    4089.8669
    157.9000    4358.5049    4968.1226    3668.1672    4144.7661    4092.8809
    158.0000    4365.1616    4967.6406    3674.8176    4143.0410    4095.8259
    158.1000    4363.6450    4971.3911    3679.5122    4143.1055    4103.8755
    158.2000    4375.5083    4980.4619    3686.0183    4147.4883    4110.2456
    158.3000    4375.2544    4979.4214    3692.4839    4138.5762    4111.5542
    158.4000    4377.6963    4977.7002    3696.5291    4143.6118    4107.0679
    158.5000    4374.2144    4967.8354    3705.9050    4148.4385    4096.4805
    158.6000    4379.4941    4960.9087    3707.9375    4153.0503    4099.2715
    158.7000    4383.0796    4965.9927    3711.1150    4158.5439    4105.5664
    158.8000    4390.2607    4972.3804    3716.7566    4163.9692    4108.4775
    158.9000    4394.9766    4983.5400    3726.7717    4165.7544    4105.7773
    159.0000    4397.5908    4990.0322    3733.1125    4172.9248    4097.6851
    159.1000    4408.8594    4987.8574    3748.2473    4172.7290    4097.3184
    159.2000    4410.8911    4989.1040    3755.7224    4171.8604    4097.5552
    159.3000    4415.6597    4993.3325    3758.0596    4172.9897    4101.8232
    159.4000    4412.2690    4999.8208    3748.8687    4178.0732    4106.6699
    159.5000    4412.5171    5004.4341    3745.6372    4176.7871    4112.9775
    159.6000    4416.8481    5001.6841    3753.4685    4173.2012    4118.2539
    159.7000    4418.6899    4998.9443    3754.1157    4172.5879    4125.0425
    159.8000    4418.5117    5001.4561    3761.4319    4170.6143    4128.9272
    159.9000    4419.9814    5001.9976    3765.8828    4167.1050    4134.9927
    160.0000    4426.8735    5000.7583    3772.0037    4168.5527    4135.6699
    160.1000    4429.2725    5003.5801    3775.6948    4168.6138    4136.3638
    160.2000    4425.1421    5005.7319    3783.6765    4161.0483    4145.6128
    160.3000    4420.2432    5023.2197    3790.9143    4162.7241    4152.6187
    160.4000    4414.9375    5039.8042    3793.8818    4158.6987    4152.3013
    160.5000    4422.3203    5042.7227    3794.1191    4156.7803    4155.6421
    160.6000    4428.8438    5046.8853    3799.8716    4160.8618    4157.0835
    160.7000    4436.9023    5050.4873    3812.1562    4163.8774    4166.0156
    160.8000    4430.7544    5058.0073    3811.1846    4170.1270    4175.8867
    160.9000    4430.3979    5065.9287    3811.1855    4174.1270    4174.6367
    161.0000    4426.3418    5054.3628    3821.7136    4189.0015    4175.1152
    161.1000    4412.8667    5065.0366    3824.5256    4195.7725    4180.3135
    161.2000    4416.2769    5079.9790    3828.3235    4192.5371    4182.9502
    161.3000    4422.5898    5085.3911    3832.1865    4193.2944    4189.5254
    161.4000    4417.7896    5095.2490    3833.4717    4202.8794    4186.9658
    161.5000    4422.0669    5100.5312    3833.4192    4207.3262    4185.3618
    161.6000    4428.2031    5102.4434    3837.5256    4213.6230    4190.0679
    161.7000    4433.1758    5102.7065    3837.3313    4213.5210    4192.5332
    161.8000    4432.8184    5110.8540    3847.4072    4222.4209    4185.0195
    161.9000    4436.7324    5110.2061    3853.2529    4226.0864    4185.8398
    162.0000    4447.3379    5112.9106    3853.6418    4224.3208    4183.6289
    162.1000    4448.2026    5113.6504    3855.2532    4235.0098    4184.3374
    162.2000    4437.7612    5125.7417    3861.4014    4247.9619    4174.6860
    162.3000    4432.3350    5128.9839    3869.1831    4248.3994    4174.6562
    162.4000    4440.9980    5130.1875    3873.1611    4250.7109    4175.4717
    162.5000    4440.3208    5123.3501    3867.3872    4254.9805    4177.5786
    162.6000    4454.8296    5118.9106    3867.2756    4256.5723    4187.9224
    162.7000    4463.1665    5113.4897    3870.9021    4262.6787    4196.1743
    162.8000    4468.5146    5119.0962    3871.4114    4264.0000    4193.5303
    162.9000    4470.4888    5124.9697    3870.4265    4271.4624    4195.6050
    163.0000    4463.5020    5134.8062    3866.6943    4273.5806    4191.0366
    163.1000    4458.0396    5136.8198    3872.1780    4290.0894    4186.0864
    163.2000    4458.9771    5144.5498    3877.3999    4301.3281    4177.5649
    163.3000    4461.6919    5142.9321    3879.5823    4301.0576    4183.1606
    163.4000    4461.9971    5152.4385    3879.3142    4297.7290    4188.8804
    163.5000    4466.9170    5162.3594    3876.9565    4296.0996    4187.4897
    163.6000    4471.9429    5162.4351    3879.3044    4301.3750    4188.7998
    163.7000    4473.2974    5171.1460    3879.1621    4305.1729    4189.1113
    163.8000    4474.5190    5189.6772    3878.9700    4306.5327    4190.4263
